epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
340,5771.78,0.46337,0.57624,1.10474,0.78502,0.84032,0.86961,0.80308,0.7496,0.76031,0.69309,1.30845,0.0066439,0.0066439,0.0066439
341,5788.95,0.45202,0.55822,1.09753,0.829,0.7701,0.85211,0.79539,0.73475,0.74542,0.74351,1.27356,0.006634,0.006634,0.006634
342,5806.04,0.45099,0.57107,1.1005,0.84617,0.79129,0.86264,0.8078,0.7539,0.72256,0.69387,1.23106,0.0066241,0.0066241,0.0066241
343,5823.12,0.42974,0.5583,1.08601,0.80956,0.82526,0.84984,0.7897,0.73952,0.7377,0.67202,1.26874,0.0066142,0.0066142,0.0066142
344,5840.06,0.45201,0.55904,1.10024,0.85446,0.78399,0.86841,0.80544,0.76581,0.7059,0.69017,1.23737,0.0066043,0.0066043,0.0066043
345,5856.85,0.45849,0.56898,1.10358,0.80523,0.86735,0.8665,0.81256,0.75645,0.70484,0.67991,1.23864,0.0065944,0.0065944,0.0065944
346,5873.72,0.47167,0.55243,1.10789,0.78559,0.79217,0.80917,0.75743,0.70503,0.71589,0.83172,1.23884,0.0065845,0.0065845,0.0065845
347,5890.54,0.44719,0.562,1.09531,0.797,0.77388,0.82634,0.7726,0.71788,0.72322,0.77183,1.24598,0.0065746,0.0065746,0.0065746
348,5907.5,0.43964,0.56768,1.08776,0.80135,0.84301,0.82567,0.76529,0.71346,0.74463,0.72405,1.27563,0.0065647,0.0065647,0.0065647
349,5924.41,0.45091,0.58108,1.10624,0.82694,0.85572,0.8486,0.78443,0.7292,0.73104,0.69946,1.25191,0.0065548,0.0065548,0.0065548
350,5941.31,0.45915,0.59082,1.10336,0.75397,0.87409,0.83353,0.76861,0.71283,0.74033,0.6773,1.27027,0.0065449,0.0065449,0.0065449
351,5958.13,0.45759,0.56257,1.09141,0.81348,0.8435,0.85377,0.79277,0.73839,0.72434,0.75389,1.2349,0.006535,0.006535,0.006535
352,5974.85,0.43797,0.54809,1.08182,0.85376,0.80859,0.86234,0.80096,0.74219,0.74173,0.72724,1.27327,0.0065251,0.0065251,0.0065251
353,5991.86,0.43944,0.55076,1.0897,0.82795,0.81207,0.8784,0.8135,0.76047,0.73313,0.67476,1.2609,0.0065152,0.0065152,0.0065152
354,6008.78,0.44179,0.56074,1.10673,0.82226,0.8516,0.86755,0.79669,0.74956,0.73829,0.65529,1.26604,0.0065053,0.0065053,0.0065053
355,6025.84,0.44641,0.5514,1.08801,0.79365,0.82472,0.84395,0.78136,0.72051,0.74733,0.77183,1.2658,0.0064954,0.0064954,0.0064954
356,6042.72,0.44749,0.56505,1.08662,0.82999,0.8179,0.87506,0.81036,0.75726,0.74564,0.69728,1.28074,0.0064855,0.0064855,0.0064855
357,6059.66,0.4522,0.56468,1.08887,0.79389,0.85284,0.85355,0.78522,0.73069,0.73781,0.69563,1.27111,0.0064756,0.0064756,0.0064756
358,6076.44,0.44414,0.5592,1.09036,0.79975,0.80714,0.8701,0.79647,0.74357,0.75781,0.75069,1.28509,0.0064657,0.0064657,0.0064657
359,6093.1,0.444,0.55584,1.08734,0.77751,0.82172,0.86071,0.79673,0.74185,0.74669,0.7464,1.28387,0.0064558,0.0064558,0.0064558
360,6109.86,0.46474,0.55231,1.10717,0.82446,0.80623,0.84078,0.77327,0.72823,0.73356,0.73111,1.25202,0.0064459,0.0064459,0.0064459
361,6126.88,0.4401,0.54453,1.07524,0.81528,0.8181,0.83943,0.77262,0.7265,0.71964,0.69248,1.23573,0.006436,0.006436,0.006436
362,6144.06,0.44864,0.57485,1.09893,0.78687,0.8141,0.82388,0.77324,0.71727,0.73067,0.77855,1.25947,0.0064261,0.0064261,0.0064261
363,6161.04,0.44267,0.54844,1.09262,0.80889,0.80818,0.81496,0.75784,0.70118,0.7459,0.78613,1.26384,0.0064162,0.0064162,0.0064162
364,6178.39,0.441,0.53399,1.08738,0.80174,0.84617,0.8369,0.77607,0.72538,0.72763,0.73383,1.24744,0.0064063,0.0064063,0.0064063
365,6195.5,0.43987,0.53343,1.08669,0.78918,0.83296,0.84451,0.79397,0.73596,0.70976,0.78517,1.2323,0.0063964,0.0063964,0.0063964
366,6212.09,0.46622,0.55671,1.09921,0.81573,0.78313,0.8647,0.80142,0.74064,0.7271,0.73503,1.26338,0.0063865,0.0063865,0.0063865
367,6228.55,0.44624,0.55659,1.08948,0.81511,0.78276,0.83931,0.78271,0.72746,0.72129,0.758,1.24401,0.0063766,0.0063766,0.0063766
368,6245.52,0.43321,0.54099,1.07055,0.82086,0.78879,0.84487,0.77695,0.72812,0.7413,0.76954,1.29057,0.0063667,0.0063667,0.0063667
369,6262.49,0.43196,0.5581,1.08125,0.77457,0.8406,0.84516,0.7766,0.73097,0.7279,0.78023,1.25424,0.0063568,0.0063568,0.0063568
370,6279.47,0.44368,0.54908,1.07801,0.7887,0.84312,0.85566,0.79985,0.74244,0.72216,0.74509,1.25303,0.0063469,0.0063469,0.0063469
371,6296.69,0.45132,0.54779,1.09379,0.86863,0.75633,0.86785,0.80657,0.75631,0.72802,0.70824,1.25082,0.006337,0.006337,0.006337
372,6313.73,0.44162,0.56197,1.08834,0.82149,0.74769,0.83948,0.77103,0.72048,0.73419,0.74518,1.25093,0.0063271,0.0063271,0.0063271
373,6330.75,0.42399,0.51825,1.08958,0.81592,0.74855,0.82266,0.75885,0.71172,0.69864,0.72644,1.20659,0.0063172,0.0063172,0.0063172
374,6347.69,0.43808,0.54466,1.09239,0.82818,0.84085,0.85952,0.79264,0.75142,0.68601,0.67482,1.18284,0.0063073,0.0063073,0.0063073
375,6364.43,0.44248,0.54462,1.07921,0.81895,0.82046,0.83731,0.77346,0.726,0.7114,0.67877,1.22241,0.0062974,0.0062974,0.0062974
376,6381.07,0.41971,0.55129,1.0793,0.85743,0.77833,0.85858,0.79338,0.75145,0.70668,0.71331,1.22653,0.0062875,0.0062875,0.0062875
377,6397.51,0.43519,0.52653,1.08374,0.79003,0.85153,0.83925,0.77836,0.73144,0.69991,0.73912,1.21743,0.0062776,0.0062776,0.0062776
378,6414.51,0.44817,0.5473,1.10292,0.8243,0.82223,0.87084,0.80729,0.76618,0.69352,0.67785,1.22184,0.0062677,0.0062677,0.0062677
379,6431.44,0.44695,0.54538,1.07718,0.82795,0.77457,0.85304,0.79062,0.74448,0.70108,0.7386,1.21966,0.0062578,0.0062578,0.0062578
380,6448.56,0.42726,0.53021,1.083,0.7442,0.83726,0.83527,0.76581,0.71869,0.7221,0.80401,1.22569,0.0062479,0.0062479,0.0062479
381,6465.59,0.41268,0.50966,1.07358,0.83854,0.75592,0.84561,0.78362,0.7333,0.72456,0.77757,1.23334,0.006238,0.006238,0.006238
382,6482.41,0.4544,0.54608,1.09012,0.78816,0.82938,0.84421,0.77643,0.72969,0.719,0.72781,1.25317,0.0062281,0.0062281,0.0062281
383,6499.44,0.42043,0.54447,1.07634,0.76808,0.77096,0.80865,0.75197,0.70187,0.70881,0.79517,1.23683,0.0062182,0.0062182,0.0062182
384,6516.1,0.43549,0.54708,1.0925,0.7623,0.817,0.79582,0.72549,0.67698,0.72523,0.80728,1.24993,0.0062083,0.0062083,0.0062083
385,6532.84,0.43189,0.52359,1.07849,0.8083,0.80502,0.81792,0.75702,0.69905,0.72613,0.79232,1.23529,0.0061984,0.0061984,0.0061984
386,6549.91,0.4334,0.54385,1.06609,0.79293,0.82202,0.85438,0.79128,0.74278,0.71837,0.79378,1.24261,0.0061885,0.0061885,0.0061885
387,6567.05,0.43168,0.55644,1.08369,0.83597,0.79437,0.85473,0.79342,0.74327,0.71551,0.75949,1.23789,0.0061786,0.0061786,0.0061786
388,6583.9,0.45205,0.54964,1.09121,0.7908,0.81481,0.84429,0.77984,0.72721,0.72956,0.76928,1.24245,0.0061687,0.0061687,0.0061687
389,6600.88,0.44159,0.51214,1.08868,0.8345,0.77908,0.85744,0.79654,0.74153,0.7168,0.72984,1.2307,0.0061588,0.0061588,0.0061588
390,6617.72,0.44462,0.52092,1.08498,0.8225,0.80875,0.86923,0.79889,0.74907,0.73138,0.73093,1.25692,0.0061489,0.0061489,0.0061489
391,6634.42,0.43784,0.52243,1.08782,0.77892,0.80761,0.85883,0.79861,0.73996,0.72281,0.76476,1.24736,0.006139,0.006139,0.006139
392,6651.39,0.42902,0.49274,1.07376,0.83689,0.75686,0.85924,0.78032,0.74208,0.72957,0.78296,1.25084,0.0061291,0.0061291,0.0061291
393,6667.93,0.42179,0.49823,1.07616,0.78136,0.83073,0.86354,0.79689,0.7546,0.72029,0.72093,1.23,0.0061192,0.0061192,0.0061192
394,6684.68,0.42867,0.55395,1.07932,0.85469,0.74857,0.86814,0.79955,0.74496,0.74528,0.67134,1.25836,0.0061093,0.0061093,0.0061093
395,6701.23,0.424,0.53185,1.07082,0.82076,0.85102,0.86672,0.7971,0.75566,0.73566,0.67373,1.254,0.0060994,0.0060994,0.0060994
396,6718.21,0.41517,0.50707,1.06688,0.80004,0.80147,0.85774,0.79143,0.7515,0.72296,0.75688,1.24537,0.0060895,0.0060895,0.0060895
397,6735.36,0.41779,0.50326,1.06271,0.7686,0.87649,0.87441,0.80677,0.76033,0.72326,0.69326,1.25195,0.0060796,0.0060796,0.0060796
398,6752.24,0.43702,0.50302,1.08059,0.8432,0.81967,0.88451,0.80586,0.76711,0.73434,0.72751,1.27092,0.0060697,0.0060697,0.0060697
399,6769.28,0.43767,0.53632,1.08983,0.82012,0.80187,0.87088,0.79159,0.75247,0.71734,0.73912,1.25734,0.0060598,0.0060598,0.0060598
400,6786.37,0.44503,0.52363,1.09007,0.81755,0.79294,0.84576,0.76887,0.73308,0.71953,0.75134,1.25333,0.0060499,0.0060499,0.0060499
401,6803.33,0.4278,0.51887,1.07732,0.82727,0.79079,0.87023,0.81045,0.75418,0.72943,0.7186,1.26965,0.00604,0.00604,0.00604
402,6820.27,0.42399,0.52935,1.0804,0.81813,0.7846,0.85928,0.7979,0.74492,0.73359,0.76151,1.27184,0.0060301,0.0060301,0.0060301
403,6837.33,0.42344,0.5265,1.07118,0.82186,0.76967,0.85418,0.78744,0.73834,0.73185,0.76349,1.25965,0.0060202,0.0060202,0.0060202
404,6854.32,0.42427,0.55987,1.08165,0.82198,0.80769,0.83094,0.76731,0.71255,0.73995,0.77315,1.26824,0.0060103,0.0060103,0.0060103
405,6871.23,0.43605,0.51798,1.08355,0.75568,0.77042,0.79411,0.7286,0.68261,0.73359,0.85276,1.27476,0.0060004,0.0060004,0.0060004
406,6887.85,0.42889,0.52256,1.07904,0.77551,0.77899,0.80486,0.74555,0.69147,0.727,0.86301,1.26876,0.0059905,0.0059905,0.0059905
407,6904.97,0.43868,0.51051,1.0801,0.83571,0.77836,0.85095,0.76111,0.73296,0.71513,0.77234,1.24907,0.0059806,0.0059806,0.0059806
408,6921.9,0.43988,0.54194,1.08111,0.79687,0.81448,0.87095,0.78682,0.75842,0.72734,0.73077,1.27951,0.0059707,0.0059707,0.0059707
409,6938.96,0.41955,0.49639,1.07176,0.84192,0.75406,0.85155,0.77923,0.74005,0.71182,0.73238,1.23954,0.0059608,0.0059608,0.0059608
410,6955.86,0.42936,0.52209,1.06592,0.81584,0.79274,0.84503,0.77624,0.73805,0.70615,0.73036,1.22202,0.0059509,0.0059509,0.0059509
411,6972.92,0.42848,0.50874,1.07944,0.84271,0.78834,0.86092,0.7949,0.75374,0.69451,0.72395,1.21576,0.005941,0.005941,0.005941
412,6989.92,0.42037,0.49756,1.07276,0.84957,0.76812,0.85535,0.79856,0.74817,0.70203,0.77189,1.21627,0.0059311,0.0059311,0.0059311
413,7006.74,0.41872,0.49464,1.0698,0.85861,0.7513,0.86105,0.80001,0.75232,0.71935,0.73395,1.2334,0.0059212,0.0059212,0.0059212
414,7023.43,0.41572,0.50531,1.07025,0.80758,0.81369,0.84542,0.77054,0.73213,0.72412,0.75864,1.25612,0.0059113,0.0059113,0.0059113
415,7040.39,0.42551,0.5168,1.07962,0.81643,0.80635,0.82556,0.75089,0.70917,0.72821,0.82448,1.26156,0.0059014,0.0059014,0.0059014
416,7057.09,0.41583,0.49188,1.06872,0.82581,0.81519,0.8689,0.79841,0.74479,0.71779,0.73251,1.23595,0.0058915,0.0058915,0.0058915
417,7073.79,0.41668,0.51658,1.07178,0.78641,0.81324,0.85884,0.78781,0.73474,0.71793,0.78308,1.23732,0.0058816,0.0058816,0.0058816
418,7090.77,0.42638,0.50833,1.07557,0.80973,0.80934,0.86377,0.78638,0.73893,0.7207,0.747,1.24746,0.0058717,0.0058717,0.0058717
419,7107.68,0.43781,0.51,1.08123,0.80084,0.84792,0.84413,0.77415,0.72485,0.72332,0.72111,1.2419,0.0058618,0.0058618,0.0058618
420,7124.46,0.42454,0.5065,1.07774,0.81877,0.82687,0.81335,0.73174,0.69215,0.72405,0.78089,1.23925,0.0058519,0.0058519,0.0058519
421,7141.33,0.41817,0.50149,1.07544,0.82803,0.77914,0.82303,0.74648,0.70761,0.73102,0.78606,1.24598,0.005842,0.005842,0.005842
422,7158.11,0.41483,0.48558,1.07182,0.85835,0.78121,0.85196,0.78863,0.73623,0.74298,0.74772,1.28467,0.0058321,0.0058321,0.0058321
423,7175.03,0.4134,0.497,1.07644,0.81251,0.81742,0.87846,0.80943,0.75943,0.72026,0.75957,1.26642,0.0058222,0.0058222,0.0058222
424,7192.11,0.4134,0.49389,1.07385,0.86945,0.70999,0.85822,0.79241,0.74786,0.70013,0.75993,1.22497,0.0058123,0.0058123,0.0058123
425,7209.1,0.41158,0.49498,1.06291,0.84047,0.80271,0.86989,0.80599,0.76188,0.70355,0.67609,1.22785,0.0058024,0.0058024,0.0058024
426,7226.09,0.41968,0.52499,1.08083,0.84807,0.82243,0.88187,0.8089,0.77656,0.70428,0.65533,1.24177,0.0057925,0.0057925,0.0057925
427,7243.18,0.42508,0.50567,1.08241,0.84911,0.83507,0.88308,0.80733,0.76677,0.71298,0.65706,1.22712,0.0057826,0.0057826,0.0057826
428,7260.2,0.40782,0.49528,1.06955,0.80135,0.84778,0.86459,0.79519,0.74898,0.7139,0.66244,1.22214,0.0057727,0.0057727,0.0057727
429,7277.27,0.41756,0.49063,1.07201,0.78412,0.84523,0.85168,0.78608,0.73897,0.74234,0.72682,1.27159,0.0057628,0.0057628,0.0057628
430,7294.09,0.41447,0.51224,1.05944,0.81899,0.8147,0.84885,0.77865,0.73226,0.75118,0.73242,1.28967,0.0057529,0.0057529,0.0057529
431,7310.96,0.41648,0.50576,1.07674,0.75885,0.864,0.80511,0.7378,0.68819,0.73394,0.75001,1.24494,0.005743,0.005743,0.005743
432,7327.53,0.40488,0.49108,1.06433,0.80251,0.78669,0.81409,0.7401,0.705,0.7113,0.76053,1.20783,0.0057331,0.0057331,0.0057331
433,7344.3,0.41808,0.50964,1.07515,0.80066,0.78564,0.84369,0.77835,0.73212,0.7171,0.77746,1.21445,0.0057232,0.0057232,0.0057232
434,7360.95,0.42047,0.49314,1.07793,0.76747,0.78862,0.82373,0.75727,0.71243,0.72306,0.80517,1.22849,0.0057133,0.0057133,0.0057133
435,7377.65,0.41114,0.4897,1.06738,0.79443,0.74303,0.80505,0.74315,0.70253,0.71548,0.84894,1.22027,0.0057034,0.0057034,0.0057034
436,7394.46,0.42004,0.498,1.06681,0.79726,0.74861,0.82061,0.75256,0.70882,0.72109,0.81689,1.21964,0.0056935,0.0056935,0.0056935
437,7411.29,0.4083,0.48175,1.07174,0.78252,0.79399,0.83084,0.77078,0.72415,0.68903,0.84752,1.18213,0.0056836,0.0056836,0.0056836
438,7427.95,0.41588,0.49582,1.06162,0.78713,0.78348,0.83344,0.77592,0.72304,0.70462,0.8409,1.20864,0.0056737,0.0056737,0.0056737
439,7444.6,0.39315,0.48545,1.05821,0.80531,0.81173,0.86003,0.79937,0.74563,0.69255,0.76514,1.21002,0.0056638,0.0056638,0.0056638
440,7461.25,0.41115,0.51206,1.06682,0.8744,0.73667,0.85925,0.79615,0.74628,0.69391,0.77868,1.21314,0.0056539,0.0056539,0.0056539
441,7478.02,0.41408,0.48655,1.06472,0.80167,0.81839,0.8526,0.78175,0.734,0.72496,0.69394,1.24006,0.005644,0.005644,0.005644
442,7495.82,0.40273,0.50012,1.05775,0.79219,0.81137,0.81149,0.74368,0.70283,0.72244,0.74829,1.23433,0.0056341,0.0056341,0.0056341
443,7512.76,0.42058,0.48521,1.07219,0.74172,0.86031,0.82585,0.76365,0.71927,0.71461,0.77258,1.21013,0.0056242,0.0056242,0.0056242
444,7529.38,0.41755,0.49127,1.05982,0.78869,0.76949,0.80499,0.74715,0.69459,0.71288,0.81829,1.21705,0.0056143,0.0056143,0.0056143
445,7545.8,0.4172,0.49407,1.07822,0.80383,0.76098,0.81412,0.75448,0.71034,0.70022,0.86807,1.20267,0.0056044,0.0056044,0.0056044
446,7562.47,0.40442,0.47153,1.06213,0.81355,0.74563,0.83533,0.77938,0.72878,0.71091,0.80806,1.22087,0.0055945,0.0055945,0.0055945
447,7579.17,0.42304,0.50055,1.07312,0.81365,0.75333,0.83619,0.78635,0.73006,0.72058,0.8006,1.25467,0.0055846,0.0055846,0.0055846
448,7595.89,0.42402,0.50032,1.07554,0.80486,0.79839,0.82562,0.77785,0.72263,0.71092,0.78613,1.24515,0.0055747,0.0055747,0.0055747
449,7612.53,0.40349,0.477,1.05959,0.80902,0.76205,0.80519,0.7461,0.70217,0.71863,0.81703,1.24063,0.0055648,0.0055648,0.0055648
450,7629.68,0.4051,0.46096,1.06673,0.78307,0.79731,0.81734,0.75146,0.70685,0.71653,0.75476,1.24412,0.0055549,0.0055549,0.0055549
451,7646.85,0.41942,0.49936,1.06407,0.80424,0.76622,0.80847,0.74709,0.69816,0.70871,0.7289,1.24197,0.005545,0.005545,0.005545
452,7663.7,0.42198,0.47285,1.0577,0.78947,0.80393,0.79958,0.74108,0.69489,0.71873,0.80252,1.23897,0.0055351,0.0055351,0.0055351
453,7680.83,0.42408,0.48827,1.07475,0.8218,0.81952,0.82378,0.7669,0.71547,0.72349,0.73793,1.24296,0.0055252,0.0055252,0.0055252
454,7697.92,0.4237,0.47966,1.07199,0.80927,0.84463,0.84442,0.78376,0.73217,0.72724,0.69424,1.24951,0.0055153,0.0055153,0.0055153
455,7714.78,0.42078,0.4884,1.06317,0.77268,0.86262,0.86021,0.79,0.7453,0.73046,0.66437,1.25906,0.0055054,0.0055054,0.0055054
456,7731.63,0.40748,0.49359,1.05856,0.85983,0.76008,0.83998,0.77801,0.73012,0.7292,0.72814,1.24908,0.0054955,0.0054955,0.0054955
457,7748.49,0.4013,0.48477,1.06667,0.83523,0.79018,0.84546,0.79164,0.73534,0.71924,0.71537,1.246,0.0054856,0.0054856,0.0054856
458,7765.51,0.40933,0.47931,1.05834,0.84859,0.80579,0.86648,0.79346,0.74901,0.72233,0.71808,1.2472,0.0054757,0.0054757,0.0054757
459,7782.44,0.40878,0.45534,1.06264,0.8515,0.81286,0.85456,0.79376,0.74198,0.726,0.70642,1.25039,0.0054658,0.0054658,0.0054658
460,7799.11,0.42043,0.49486,1.0794,0.83925,0.80794,0.84968,0.78996,0.73521,0.70761,0.69958,1.22945,0.0054559,0.0054559,0.0054559
461,7816.04,0.3841,0.45445,1.04168,0.80841,0.82855,0.82854,0.76753,0.71496,0.72183,0.7497,1.24584,0.005446,0.005446,0.005446
462,7833.08,0.4107,0.47759,1.05894,0.84059,0.78621,0.81232,0.75127,0.70389,0.7234,0.74675,1.25571,0.0054361,0.0054361,0.0054361
463,7850.02,0.40922,0.46695,1.06866,0.84514,0.77561,0.8144,0.74995,0.70519,0.71053,0.71686,1.24294,0.0054262,0.0054262,0.0054262
464,7866.97,0.41286,0.47153,1.06479,0.7827,0.85099,0.83738,0.77359,0.72868,0.70284,0.70008,1.24146,0.0054163,0.0054163,0.0054163
465,7883.95,0.40336,0.45786,1.05216,0.83375,0.79689,0.83574,0.77824,0.72731,0.71093,0.68955,1.24135,0.0054064,0.0054064,0.0054064
466,7900.66,0.40375,0.48113,1.06252,0.78698,0.85571,0.82362,0.75077,0.70914,0.71872,0.69368,1.24539,0.0053965,0.0053965,0.0053965
467,7917.63,0.39509,0.45937,1.05705,0.81745,0.79473,0.79604,0.72822,0.68036,0.73365,0.7244,1.26879,0.0053866,0.0053866,0.0053866
468,7934.31,0.41663,0.48809,1.0563,0.81885,0.79285,0.7999,0.738,0.68583,0.72381,0.72681,1.26709,0.0053767,0.0053767,0.0053767
469,7950.96,0.40091,0.46578,1.05556,0.83487,0.7905,0.81235,0.75669,0.69915,0.71196,0.72989,1.25329,0.0053668,0.0053668,0.0053668
470,7967.68,0.39768,0.45266,1.0502,0.81386,0.78141,0.81839,0.7552,0.7039,0.72178,0.75947,1.26205,0.0053569,0.0053569,0.0053569
471,7984.81,0.39409,0.47585,1.0538,0.81548,0.81097,0.84174,0.76985,0.73107,0.72834,0.73848,1.29936,0.005347,0.005347,0.005347
472,8001.75,0.39663,0.47421,1.04884,0.83216,0.82236,0.86558,0.80287,0.75325,0.71353,0.69053,1.25813,0.0053371,0.0053371,0.0053371
473,8018.91,0.3874,0.44958,1.05485,0.84049,0.81773,0.86206,0.80507,0.75221,0.71203,0.68944,1.2581,0.0053272,0.0053272,0.0053272
474,8036.01,0.40605,0.4635,1.06156,0.8342,0.81795,0.86667,0.81362,0.75875,0.70069,0.69583,1.24186,0.0053173,0.0053173,0.0053173
475,8052.97,0.38727,0.45611,1.0442,0.84461,0.78416,0.84202,0.78186,0.733,0.69164,0.6946,1.22249,0.0053074,0.0053074,0.0053074
476,8069.97,0.3946,0.4554,1.04297,0.82957,0.80528,0.85913,0.79573,0.74543,0.70258,0.7026,1.23865,0.0052975,0.0052975,0.0052975
477,8086.85,0.41292,0.47038,1.06079,0.81771,0.81217,0.86338,0.81017,0.7528,0.68829,0.72575,1.22313,0.0052876,0.0052876,0.0052876
478,8103.84,0.38662,0.46041,1.04861,0.82571,0.80243,0.86982,0.81126,0.75577,0.6962,0.72771,1.22691,0.0052777,0.0052777,0.0052777
479,8121.05,0.39586,0.47491,1.04592,0.83894,0.81596,0.87133,0.80477,0.75897,0.70745,0.69981,1.23104,0.0052678,0.0052678,0.0052678
480,8137.97,0.40843,0.47348,1.06315,0.84623,0.80425,0.8666,0.77917,0.75074,0.72529,0.70134,1.25871,0.0052579,0.0052579,0.0052579
481,8154.86,0.40268,0.48219,1.05049,0.83693,0.81613,0.86396,0.80222,0.75295,0.71632,0.69974,1.2661,0.005248,0.005248,0.005248
482,8171.96,0.39899,0.47573,1.05548,0.82125,0.81981,0.83878,0.77653,0.72794,0.70406,0.72028,1.23998,0.0052381,0.0052381,0.0052381
483,8188.86,0.40092,0.45513,1.05453,0.83029,0.80563,0.8393,0.77197,0.72624,0.71802,0.73457,1.25458,0.0052282,0.0052282,0.0052282
484,8205.46,0.38412,0.43595,1.04349,0.81398,0.81618,0.84931,0.78432,0.74073,0.71309,0.73498,1.24087,0.0052183,0.0052183,0.0052183
485,8222.56,0.40981,0.48418,1.06617,0.84074,0.77632,0.84958,0.78452,0.73594,0.71347,0.73115,1.24045,0.0052084,0.0052084,0.0052084
486,8239.48,0.39602,0.47928,1.05679,0.81097,0.78709,0.82892,0.7582,0.70832,0.71783,0.75396,1.23606,0.0051985,0.0051985,0.0051985
487,8256.07,0.40169,0.47145,1.06363,0.79682,0.81664,0.8284,0.7707,0.71484,0.72379,0.78381,1.24488,0.0051886,0.0051886,0.0051886
488,8273.01,0.38827,0.46416,1.04854,0.81499,0.79244,0.84682,0.79463,0.73751,0.73081,0.76187,1.25805,0.0051787,0.0051787,0.0051787
489,8290.05,0.40623,0.4683,1.06304,0.79151,0.81278,0.83967,0.78792,0.73174,0.71745,0.73562,1.24165,0.0051688,0.0051688,0.0051688
490,8306.9,0.40273,0.47078,1.06595,0.82716,0.82917,0.85326,0.7933,0.74163,0.70468,0.72186,1.22037,0.0051589,0.0051589,0.0051589
491,8323.8,0.40225,0.46813,1.04968,0.8127,0.84334,0.85046,0.79019,0.73797,0.70179,0.70517,1.20302,0.005149,0.005149,0.005149
492,8340.74,0.38329,0.46968,1.04374,0.80869,0.84858,0.8763,0.8197,0.76694,0.69886,0.66277,1.19759,0.0051391,0.0051391,0.0051391
493,8357.61,0.38875,0.46384,1.04436,0.81013,0.8363,0.87348,0.82128,0.76399,0.69269,0.64996,1.21278,0.0051292,0.0051292,0.0051292
494,8374.5,0.3988,0.47026,1.05484,0.81396,0.83786,0.87948,0.82495,0.76694,0.70981,0.66138,1.25621,0.0051193,0.0051193,0.0051193
495,8391.19,0.39752,0.46904,1.05072,0.8245,0.80489,0.87164,0.81566,0.76365,0.69715,0.67572,1.24321,0.0051094,0.0051094,0.0051094
496,8408.07,0.39066,0.43781,1.053,0.79448,0.8226,0.8328,0.77254,0.72265,0.68556,0.71036,1.21219,0.0050995,0.0050995,0.0050995
497,8425.2,0.39232,0.4505,1.04443,0.80188,0.82169,0.81689,0.7582,0.71023,0.69767,0.73922,1.2248,0.0050896,0.0050896,0.0050896
498,8442.07,0.39788,0.4806,1.06412,0.81251,0.80274,0.82303,0.76526,0.716,0.7001,0.71075,1.23909,0.0050797,0.0050797,0.0050797
499,8458.98,0.38656,0.45012,1.04917,0.8169,0.80416,0.84155,0.78566,0.73406,0.70144,0.70066,1.23649,0.0050698,0.0050698,0.0050698
500,8476.06,0.40709,0.46779,1.05476,0.84231,0.78674,0.83924,0.78758,0.7329,0.70957,0.70082,1.23876,0.0050599,0.0050599,0.0050599
501,8492.97,0.39683,0.45902,1.0493,0.78142,0.79422,0.81461,0.75298,0.70521,0.72086,0.77332,1.25411,0.00505,0.00505,0.00505
502,8509.82,0.38814,0.45473,1.05441,0.79302,0.82975,0.80455,0.73547,0.69373,0.71757,0.74433,1.24286,0.0050401,0.0050401,0.0050401
503,8526.64,0.39888,0.46241,1.05836,0.80541,0.80803,0.79322,0.72456,0.6747,0.71723,0.77046,1.23513,0.0050302,0.0050302,0.0050302
504,8543.3,0.3974,0.44481,1.05011,0.79911,0.81722,0.80396,0.73384,0.69022,0.7103,0.77301,1.22712,0.0050203,0.0050203,0.0050203
505,8559.87,0.38746,0.45983,1.0534,0.81595,0.82936,0.81913,0.75693,0.70298,0.70692,0.71041,1.22204,0.0050104,0.0050104,0.0050104
506,8576.9,0.38649,0.42218,1.03392,0.84363,0.80432,0.83444,0.76932,0.72573,0.71803,0.69407,1.26098,0.0050005,0.0050005,0.0050005
507,8593.36,0.39892,0.45814,1.05916,0.82579,0.80183,0.81794,0.75323,0.7074,0.71266,0.72457,1.2514,0.0049906,0.0049906,0.0049906
508,8610.19,0.39579,0.45243,1.05035,0.79438,0.80996,0.80772,0.74799,0.69999,0.72757,0.76907,1.26928,0.0049807,0.0049807,0.0049807
509,8626.79,0.4003,0.46056,1.05927,0.81307,0.78639,0.79997,0.74375,0.6934,0.72808,0.77922,1.2764,0.0049708,0.0049708,0.0049708
510,8643.5,0.39958,0.47291,1.05809,0.80271,0.81148,0.81026,0.76244,0.70478,0.72184,0.75112,1.27239,0.0049609,0.0049609,0.0049609
511,8660.68,0.40133,0.47432,1.05473,0.79718,0.83712,0.8112,0.75799,0.7054,0.71362,0.71423,1.2578,0.004951,0.004951,0.004951
512,8677.52,0.39208,0.44238,1.05364,0.83687,0.82346,0.8382,0.78478,0.72912,0.71618,0.70315,1.26151,0.0049411,0.0049411,0.0049411
513,8694.26,0.39265,0.46232,1.05873,0.82736,0.83521,0.83023,0.75621,0.71898,0.70551,0.70048,1.24359,0.0049312,0.0049312,0.0049312
