epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
862,14578.7,0.28078,0.28763,0.98024,0.8134,0.7819,0.80209,0.7431,0.69776,0.69866,0.77193,1.2446,0.0014761,0.0014761,0.0014761
863,14595.7,0.28757,0.29171,0.97991,0.81479,0.7818,0.79957,0.74082,0.69661,0.69813,0.77336,1.24376,0.0014662,0.0014662,0.0014662
864,14612.2,0.29741,0.31023,0.98037,0.81762,0.78154,0.80738,0.74436,0.70323,0.698,0.77614,1.24393,0.0014563,0.0014563,0.0014563
865,14628.8,0.29106,0.29642,0.97795,0.81824,0.78141,0.8063,0.74519,0.70246,0.6953,0.78187,1.24055,0.0014464,0.0014464,0.0014464
866,14645.8,0.28152,0.29202,0.97708,0.81896,0.77784,0.80317,0.74251,0.70046,0.69439,0.79099,1.23829,0.0014365,0.0014365,0.0014365
867,14662.7,0.28352,0.29357,0.97143,0.81761,0.77786,0.79825,0.73842,0.69572,0.69517,0.79899,1.23947,0.0014266,0.0014266,0.0014266
868,14679.4,0.29179,0.30166,0.98088,0.81576,0.78026,0.80192,0.7447,0.70044,0.69527,0.80522,1.23922,0.0014167,0.0014167,0.0014167
869,14696.5,0.29649,0.30818,0.98881,0.81354,0.78024,0.80368,0.74666,0.70168,0.69575,0.79623,1.24069,0.0014068,0.0014068,0.0014068
870,14713.3,0.28524,0.28968,0.97859,0.77425,0.83192,0.8105,0.75477,0.70804,0.69557,0.79161,1.23961,0.0013969,0.0013969,0.0013969
871,14730.2,0.28933,0.30054,0.97693,0.81128,0.78596,0.80929,0.75306,0.70816,0.69468,0.78571,1.23813,0.001387,0.001387,0.001387
872,14747.1,0.27659,0.29318,0.98053,0.81152,0.78348,0.80684,0.74787,0.70243,0.69557,0.78564,1.23985,0.0013771,0.0013771,0.0013771
873,14764,0.29942,0.29001,0.98162,0.81757,0.78062,0.80366,0.74292,0.69901,0.69721,0.78957,1.24194,0.0013672,0.0013672,0.0013672
874,14780.8,0.28232,0.29636,0.97942,0.821,0.77928,0.80079,0.73899,0.69569,0.69815,0.79032,1.24338,0.0013573,0.0013573,0.0013573
875,14797.8,0.28074,0.28246,0.97854,0.82369,0.78424,0.80119,0.74137,0.69707,0.69682,0.78702,1.24266,0.0013474,0.0013474,0.0013474
876,14814.7,0.28761,0.29226,0.9755,0.82124,0.7907,0.8011,0.74119,0.697,0.69714,0.78283,1.24307,0.0013375,0.0013375,0.0013375
877,14831.8,0.28851,0.29215,0.9797,0.81818,0.7897,0.79806,0.73668,0.69369,0.69796,0.78432,1.24374,0.0013276,0.0013276,0.0013276
878,14848.6,0.29256,0.3004,0.98159,0.82475,0.78646,0.80219,0.73965,0.69918,0.6985,0.77569,1.24486,0.0013177,0.0013177,0.0013177
879,14865.4,0.29601,0.30461,0.9907,0.81983,0.79599,0.80193,0.73865,0.69651,0.7004,0.76916,1.24767,0.0013078,0.0013078,0.0013078
880,14882.2,0.28789,0.30783,0.97989,0.82614,0.79301,0.80238,0.73878,0.69743,0.7001,0.76739,1.24786,0.0012979,0.0012979,0.0012979
881,14899,0.28586,0.28707,0.97675,0.81555,0.79973,0.80278,0.73942,0.69828,0.6997,0.75997,1.24878,0.001288,0.001288,0.001288
882,14916.3,0.29568,0.28674,0.97974,0.82152,0.80243,0.80576,0.74285,0.70228,0.70066,0.75817,1.24997,0.0012781,0.0012781,0.0012781
883,14933.4,0.28161,0.29207,0.97605,0.80832,0.80757,0.80518,0.74173,0.70128,0.70199,0.75573,1.25148,0.0012682,0.0012682,0.0012682
884,14950.5,0.27991,0.28603,0.98147,0.81524,0.80549,0.80767,0.74431,0.70369,0.70202,0.75401,1.2519,0.0012583,0.0012583,0.0012583
885,14967.3,0.28713,0.29048,0.9824,0.81737,0.80364,0.80522,0.74213,0.70074,0.70287,0.75875,1.25368,0.0012484,0.0012484,0.0012484
886,14984,0.28186,0.28491,0.97589,0.81767,0.80368,0.80442,0.74093,0.69947,0.7035,0.75882,1.25456,0.0012385,0.0012385,0.0012385
887,15000.6,0.28465,0.29813,0.97813,0.81381,0.80556,0.80948,0.74573,0.70441,0.70489,0.75599,1.25645,0.0012286,0.0012286,0.0012286
888,15017.1,0.28556,0.29779,0.9799,0.81331,0.80543,0.80856,0.74536,0.70471,0.70606,0.7562,1.25838,0.0012187,0.0012187,0.0012187
889,15033.7,0.27845,0.29446,0.97429,0.80194,0.81373,0.8148,0.75057,0.70915,0.70591,0.7636,1.25874,0.0012088,0.0012088,0.0012088
890,15050.6,0.29641,0.29338,0.98837,0.80244,0.81311,0.80761,0.7443,0.70243,0.70463,0.7703,1.25754,0.0011989,0.0011989,0.0011989
891,15067.6,0.29653,0.2978,0.98408,0.79394,0.81369,0.80837,0.74376,0.70168,0.70412,0.77767,1.2581,0.001189,0.001189,0.001189
892,15084.5,0.28481,0.29672,0.97639,0.7657,0.84145,0.80665,0.74381,0.70034,0.70437,0.7826,1.2595,0.0011791,0.0011791,0.0011791
893,15101.6,0.27696,0.27871,0.96582,0.76498,0.84622,0.80579,0.74148,0.69875,0.70384,0.78294,1.25904,0.0011692,0.0011692,0.0011692
894,15118.5,0.28742,0.29449,0.97812,0.7663,0.84451,0.80554,0.74078,0.70024,0.70292,0.78255,1.25723,0.0011593,0.0011593,0.0011593
895,15135.6,0.27873,0.28247,0.97099,0.80588,0.79108,0.80461,0.74002,0.69917,0.70211,0.7824,1.25505,0.0011494,0.0011494,0.0011494
896,15152.6,0.29841,0.2948,0.98699,0.76753,0.84033,0.80516,0.73847,0.69884,0.70116,0.7757,1.25421,0.0011395,0.0011395,0.0011395
897,15169.6,0.27704,0.28587,0.97726,0.80025,0.79371,0.80244,0.73522,0.69572,0.70079,0.77544,1.25395,0.0011296,0.0011296,0.0011296
898,15186.3,0.28707,0.28843,0.97715,0.80485,0.7926,0.80521,0.73844,0.69942,0.70012,0.77828,1.25289,0.0011197,0.0011197,0.0011197
899,15203.1,0.26844,0.27574,0.96455,0.80598,0.79148,0.80294,0.73752,0.69918,0.70011,0.78105,1.25234,0.0011098,0.0011098,0.0011098
900,15220.2,0.28765,0.298,0.97914,0.80718,0.79068,0.80214,0.73845,0.69866,0.69965,0.78598,1.25275,0.0010999,0.0010999,0.0010999
901,15237.4,0.28427,0.29764,0.97412,0.79642,0.79157,0.80204,0.73875,0.69863,0.69905,0.78661,1.25167,0.00109,0.00109,0.00109
902,15254.4,0.28554,0.29743,0.97601,0.78352,0.79554,0.80155,0.73829,0.69809,0.69941,0.78739,1.25218,0.0010801,0.0010801,0.0010801
903,15271.5,0.2828,0.29135,0.98489,0.78453,0.79424,0.80078,0.73863,0.69673,0.70006,0.79141,1.2535,0.0010702,0.0010702,0.0010702
904,15288.4,0.28862,0.29469,0.97892,0.78753,0.78795,0.79999,0.73957,0.69621,0.7007,0.79531,1.25395,0.0010603,0.0010603,0.0010603
905,15305.1,0.2896,0.28714,0.98548,0.78734,0.79,0.80005,0.74,0.69645,0.70185,0.80164,1.25502,0.0010504,0.0010504,0.0010504
906,15321.8,0.27665,0.28027,0.9705,0.79655,0.78827,0.80068,0.7389,0.69675,0.7032,0.80289,1.25688,0.0010405,0.0010405,0.0010405
907,15338.6,0.28,0.29176,0.97849,0.79694,0.78779,0.79942,0.73743,0.69536,0.7037,0.80649,1.25719,0.0010306,0.0010306,0.0010306
908,15355.6,0.28602,0.29029,0.98499,0.78692,0.81086,0.79634,0.73529,0.69433,0.70358,0.80992,1.25791,0.0010207,0.0010207,0.0010207
909,15372.5,0.29107,0.30294,0.98131,0.78521,0.78405,0.79436,0.73317,0.69139,0.70298,0.80934,1.25732,0.0010108,0.0010108,0.0010108
910,15389.7,0.27523,0.27913,0.97949,0.76991,0.81804,0.8011,0.73935,0.69751,0.70221,0.81374,1.25671,0.0010009,0.0010009,0.0010009
911,15406.5,0.2753,0.28254,0.96673,0.7872,0.7913,0.79397,0.73375,0.69176,0.70085,0.81579,1.25519,0.000991,0.000991,0.000991
912,15423.4,0.29972,0.30804,0.99007,0.78677,0.79357,0.80626,0.74363,0.70339,0.69861,0.81346,1.25265,0.0009811,0.0009811,0.0009811
913,15440.2,0.28105,0.28423,0.98002,0.80599,0.76984,0.79324,0.73168,0.68888,0.69797,0.81312,1.25135,0.0009712,0.0009712,0.0009712
914,15457.3,0.27414,0.28743,0.97357,0.81827,0.76608,0.79908,0.7384,0.69589,0.69792,0.81387,1.25122,0.0009613,0.0009613,0.0009613
915,15474,0.27798,0.29592,0.97416,0.81706,0.76866,0.79927,0.74199,0.69626,0.69709,0.80766,1.25011,0.0009514,0.0009514,0.0009514
916,15491.1,0.27308,0.28038,0.97595,0.82256,0.76719,0.80447,0.74603,0.70256,0.69678,0.81078,1.25053,0.0009415,0.0009415,0.0009415
917,15507.8,0.27222,0.28443,0.96892,0.82548,0.76568,0.79914,0.74326,0.697,0.69652,0.81318,1.24942,0.0009316,0.0009316,0.0009316
918,15525,0.27361,0.2775,0.97779,0.82387,0.76513,0.80445,0.7479,0.7026,0.69664,0.81562,1.24926,0.0009217,0.0009217,0.0009217
919,15542.1,0.28379,0.28857,0.97345,0.8261,0.76482,0.79976,0.74473,0.69882,0.69633,0.81803,1.24838,0.0009118,0.0009118,0.0009118
920,15559,0.26698,0.2793,0.97279,0.82933,0.76245,0.79918,0.74452,0.69894,0.69669,0.82039,1.2491,0.0009019,0.0009019,0.0009019
921,15576,0.27329,0.28838,0.97653,0.83176,0.76,0.79795,0.74302,0.69832,0.69706,0.8226,1.25068,0.000892,0.000892,0.000892
922,15593.3,0.28072,0.27802,0.97543,0.83073,0.75909,0.7983,0.74225,0.69665,0.6981,0.82563,1.25186,0.0008821,0.0008821,0.0008821
923,15610.1,0.27491,0.28741,0.97165,0.82648,0.75898,0.79747,0.74143,0.69738,0.69812,0.83268,1.25322,0.0008722,0.0008722,0.0008722
924,15627.3,0.28152,0.28776,0.97329,0.82723,0.7539,0.79733,0.7411,0.69535,0.69834,0.83899,1.25363,0.0008623,0.0008623,0.0008623
925,15644.4,0.28206,0.29067,0.97545,0.80263,0.78043,0.79965,0.74337,0.69955,0.69835,0.84229,1.25452,0.0008524,0.0008524,0.0008524
926,15661.4,0.26436,0.27528,0.9628,0.78563,0.8036,0.80015,0.74314,0.69908,0.69838,0.84178,1.2552,0.0008425,0.0008425,0.0008425
927,15678.1,0.28192,0.28194,0.97531,0.78861,0.80515,0.80005,0.74268,0.69974,0.69801,0.83716,1.25581,0.0008326,0.0008326,0.0008326
928,15694.8,0.2854,0.28776,0.97315,0.7886,0.80565,0.80046,0.74285,0.70007,0.69873,0.83852,1.25652,0.0008227,0.0008227,0.0008227
929,15711.7,0.27026,0.27286,0.97247,0.77361,0.81383,0.79995,0.74281,0.69998,0.69987,0.84023,1.25713,0.0008128,0.0008128,0.0008128
930,15728.4,0.28022,0.28771,0.9746,0.77102,0.81682,0.79975,0.74242,0.69864,0.70128,0.84246,1.25829,0.0008029,0.0008029,0.0008029
931,15745.3,0.2757,0.27948,0.97682,0.77447,0.81356,0.79946,0.74232,0.69918,0.70259,0.84395,1.25936,0.000793,0.000793,0.000793
932,15762.3,0.26261,0.27197,0.96517,0.76753,0.81792,0.7914,0.73391,0.68968,0.70333,0.84301,1.25956,0.0007831,0.0007831,0.0007831
933,15779.3,0.27355,0.27651,0.97349,0.76717,0.81552,0.79014,0.73371,0.68926,0.70421,0.84466,1.25992,0.0007732,0.0007732,0.0007732
934,15796.2,0.27738,0.28015,0.9731,0.78405,0.80479,0.79667,0.74027,0.69532,0.7051,0.8474,1.2619,0.0007633,0.0007633,0.0007633
935,15813.2,0.27629,0.28613,0.9702,0.78635,0.80432,0.79512,0.73877,0.69396,0.70502,0.84599,1.26153,0.0007534,0.0007534,0.0007534
936,15830.1,0.26718,0.28388,0.97164,0.78493,0.80605,0.79483,0.73866,0.69477,0.70465,0.84523,1.26081,0.0007435,0.0007435,0.0007435
937,15847.3,0.28038,0.27827,0.96818,0.78863,0.80524,0.78592,0.72971,0.68629,0.70484,0.84665,1.2595,0.0007336,0.0007336,0.0007336
938,15864.2,0.27841,0.29453,0.97166,0.79026,0.80545,0.79376,0.73746,0.69369,0.70405,0.84582,1.25772,0.0007237,0.0007237,0.0007237
939,15881.2,0.27073,0.27273,0.97541,0.79365,0.80405,0.78446,0.72789,0.68447,0.70306,0.84667,1.25648,0.0007138,0.0007138,0.0007138
940,15898.3,0.27943,0.28444,0.97704,0.78854,0.80252,0.78387,0.72787,0.685,0.70253,0.84367,1.25601,0.0007039,0.0007039,0.0007039
941,15915.2,0.25955,0.27471,0.9697,0.78521,0.80435,0.7843,0.72904,0.68527,0.70285,0.84296,1.25689,0.000694,0.000694,0.000694
942,15932,0.28122,0.28179,0.97804,0.78285,0.80392,0.78321,0.72835,0.6848,0.70312,0.84311,1.25656,0.0006841,0.0006841,0.0006841
943,15948.6,0.27026,0.28281,0.97518,0.78146,0.80396,0.78437,0.72851,0.68575,0.70357,0.84346,1.25689,0.0006742,0.0006742,0.0006742
944,15965.4,0.28355,0.28751,0.98322,0.77095,0.81693,0.78428,0.72882,0.6852,0.7036,0.84185,1.25653,0.0006643,0.0006643,0.0006643
945,15982.1,0.28792,0.28864,0.97696,0.76364,0.82175,0.78435,0.72942,0.68503,0.70431,0.8376,1.2579,0.0006544,0.0006544,0.0006544
946,15999,0.28417,0.28487,0.96763,0.76254,0.82298,0.78462,0.72788,0.68543,0.70368,0.83549,1.25718,0.0006445,0.0006445,0.0006445
947,16016.1,0.28284,0.2714,0.97031,0.75954,0.82594,0.78443,0.72772,0.68381,0.7043,0.83586,1.25763,0.0006346,0.0006346,0.0006346
948,16033.1,0.28194,0.28682,0.9789,0.80388,0.77333,0.7837,0.72679,0.68423,0.70516,0.83846,1.25886,0.0006247,0.0006247,0.0006247
949,16050,0.27603,0.27255,0.97892,0.80253,0.77329,0.78312,0.72525,0.68228,0.70533,0.84135,1.25823,0.0006148,0.0006148,0.0006148
950,16067.3,0.27758,0.27923,0.97774,0.80443,0.7733,0.78395,0.72636,0.68276,0.70541,0.84119,1.25776,0.0006049,0.0006049,0.0006049
951,16084.5,0.26501,0.27232,0.96888,0.8036,0.773,0.78458,0.72888,0.68404,0.70394,0.84314,1.25625,0.000595,0.000595,0.000595
952,16101.2,0.26338,0.26294,0.96541,0.81446,0.76395,0.78462,0.72791,0.68493,0.70451,0.84471,1.25648,0.0005851,0.0005851,0.0005851
953,16118.3,0.27516,0.28931,0.9671,0.8085,0.76405,0.78739,0.7316,0.68777,0.70344,0.85006,1.25515,0.0005752,0.0005752,0.0005752
954,16135.2,0.28393,0.29308,0.97477,0.81501,0.76415,0.78458,0.72796,0.68441,0.70326,0.85428,1.25524,0.0005653,0.0005653,0.0005653
955,16152.3,0.27324,0.28617,0.98223,0.81582,0.76367,0.78527,0.73084,0.68605,0.70299,0.85303,1.25488,0.0005554,0.0005554,0.0005554
956,16169.3,0.26709,0.27841,0.96878,0.80171,0.77684,0.78507,0.72716,0.68461,0.70176,0.8506,1.25394,0.0005455,0.0005455,0.0005455
957,16186.4,0.28414,0.28272,0.97425,0.80218,0.77908,0.78527,0.72743,0.6853,0.7015,0.84892,1.25349,0.0005356,0.0005356,0.0005356
958,16203.4,0.2685,0.2765,0.96238,0.80108,0.77994,0.78826,0.7301,0.68885,0.70164,0.84684,1.25391,0.0005257,0.0005257,0.0005257
959,16220.3,0.26083,0.26256,0.97229,0.8023,0.7808,0.78849,0.73269,0.68918,0.70148,0.84605,1.25391,0.0005158,0.0005158,0.0005158
960,16237,0.25366,0.2592,0.96822,0.80271,0.7807,0.78893,0.73276,0.6899,0.70063,0.84445,1.25331,0.0005059,0.0005059,0.0005059
961,16254,0.26647,0.26897,0.95872,0.80173,0.77988,0.78589,0.72923,0.68606,0.70049,0.84062,1.25326,0.000496,0.000496,0.000496
962,16271.1,0.27097,0.26955,0.96802,0.79951,0.78142,0.78643,0.72978,0.68879,0.70008,0.83942,1.25279,0.0004861,0.0004861,0.0004861
963,16287.8,0.25716,0.26271,0.96593,0.79887,0.7862,0.78635,0.72989,0.68766,0.69916,0.83446,1.25124,0.0004762,0.0004762,0.0004762
964,16304.8,0.27525,0.27686,0.96809,0.80077,0.78843,0.7868,0.73047,0.68882,0.69836,0.82693,1.24996,0.0004663,0.0004663,0.0004663
965,16321.8,0.27035,0.28063,0.97592,0.80382,0.78653,0.78684,0.72894,0.68886,0.69764,0.82195,1.24859,0.0004564,0.0004564,0.0004564
966,16338.9,0.25383,0.263,0.96318,0.80296,0.78701,0.78724,0.72938,0.68937,0.69705,0.81806,1.24775,0.0004465,0.0004465,0.0004465
967,16355.9,0.27225,0.26593,0.97218,0.80405,0.786,0.78751,0.73039,0.68907,0.6971,0.81884,1.24771,0.0004366,0.0004366,0.0004366
968,16372.9,0.26415,0.27065,0.97385,0.80715,0.78103,0.78733,0.73036,0.6878,0.69794,0.82024,1.24887,0.0004267,0.0004267,0.0004267
969,16390.1,0.2673,0.27946,0.96948,0.80728,0.78079,0.79397,0.73586,0.69357,0.69786,0.82115,1.24918,0.0004168,0.0004168,0.0004168
970,16407,0.27161,0.27744,0.97576,0.80583,0.78111,0.79143,0.73385,0.69157,0.69761,0.82313,1.24829,0.0004069,0.0004069,0.0004069
971,16424,0.26893,0.27048,0.97314,0.80451,0.78159,0.7913,0.73368,0.69079,0.69826,0.82316,1.24848,0.000397,0.000397,0.000397
972,16441.1,0.25963,0.26155,0.96561,0.80169,0.78266,0.79164,0.73423,0.69133,0.6989,0.82476,1.24953,0.0003871,0.0003871,0.0003871
973,16458.1,0.25766,0.26826,0.95571,0.8059,0.7819,0.79168,0.7355,0.69136,0.69886,0.82426,1.24958,0.0003772,0.0003772,0.0003772
974,16474.9,0.26572,0.27482,0.96879,0.80325,0.78072,0.79176,0.7354,0.69126,0.69899,0.82501,1.24989,0.0003673,0.0003673,0.0003673
975,16491.9,0.26439,0.26788,0.9679,0.79751,0.7874,0.79116,0.73488,0.69125,0.6992,0.82475,1.24976,0.0003574,0.0003574,0.0003574
976,16509,0.26353,0.26932,0.96936,0.79785,0.79076,0.79138,0.73511,0.69181,0.69909,0.82418,1.24998,0.0003475,0.0003475,0.0003475
977,16525.9,0.27002,0.27708,0.96609,0.79806,0.79207,0.79211,0.7355,0.69131,0.70036,0.82472,1.25166,0.0003376,0.0003376,0.0003376
978,16542.9,0.27839,0.28803,0.97058,0.79975,0.78545,0.79315,0.7355,0.69226,0.70109,0.82276,1.25291,0.0003277,0.0003277,0.0003277
979,16559.5,0.25524,0.26057,0.96447,0.79986,0.7862,0.79367,0.73633,0.69244,0.70044,0.81909,1.25214,0.0003178,0.0003178,0.0003178
980,16576.4,0.26928,0.2758,0.96533,0.80026,0.7882,0.79476,0.73733,0.69427,0.70009,0.81736,1.2519,0.0003079,0.0003079,0.0003079
981,16593.2,0.25863,0.26155,0.96402,0.80086,0.78985,0.79948,0.74201,0.69826,0.6998,0.8161,1.25141,0.000298,0.000298,0.000298
982,16610,0.27596,0.27739,0.97181,0.8007,0.79136,0.79993,0.74243,0.69887,0.70001,0.81559,1.25132,0.0002881,0.0002881,0.0002881
983,16626.9,0.25996,0.26721,0.96467,0.80085,0.79072,0.79991,0.74213,0.69846,0.69968,0.81527,1.25092,0.0002782,0.0002782,0.0002782
984,16644.1,0.27202,0.26998,0.97279,0.80101,0.79051,0.80207,0.7433,0.70106,0.69989,0.81455,1.25151,0.0002683,0.0002683,0.0002683
985,16661.2,0.2566,0.25694,0.95919,0.80063,0.79218,0.80002,0.741,0.69815,0.70012,0.81312,1.25199,0.0002584,0.0002584,0.0002584
986,16678.4,0.2623,0.27955,0.96615,0.79735,0.79775,0.80046,0.74122,0.69859,0.70023,0.81026,1.25195,0.0002485,0.0002485,0.0002485
987,16695.5,0.26737,0.27437,0.97606,0.79646,0.80252,0.80046,0.74117,0.6985,0.70016,0.80813,1.25184,0.0002386,0.0002386,0.0002386
988,16712.5,0.26522,0.26539,0.96537,0.79505,0.80378,0.80098,0.74182,0.69907,0.70016,0.80566,1.25182,0.0002287,0.0002287,0.0002287
989,16729.5,0.25972,0.26098,0.96551,0.79483,0.80374,0.8011,0.74184,0.69843,0.70078,0.80472,1.25289,0.0002188,0.0002188,0.0002188
990,16746.4,0.2526,0.25692,0.95985,0.79518,0.80385,0.80119,0.74187,0.6989,0.70117,0.80476,1.25314,0.0002089,0.0002089,0.0002089
991,16763.1,0.25796,0.28827,0.99659,0.79573,0.80108,0.80104,0.74118,0.69856,0.70125,0.80434,1.25459,0.000199,0.000199,0.000199
992,16779.6,0.2566,0.24458,0.99938,0.80146,0.79578,0.80073,0.74089,0.69729,0.70062,0.80065,1.2565,0.0001891,0.0001891,0.0001891
993,16795.9,0.23124,0.24069,0.97876,0.79694,0.80148,0.79995,0.74169,0.69666,0.70007,0.79907,1.25729,0.0001792,0.0001792,0.0001792
994,16812.1,0.2361,0.22295,0.98169,0.79523,0.80695,0.80227,0.74274,0.69821,0.699,0.79474,1.25826,0.0001693,0.0001693,0.0001693
995,16828.5,0.22792,0.21487,0.98867,0.79293,0.80713,0.80853,0.7517,0.70562,0.69882,0.79258,1.25976,0.0001594,0.0001594,0.0001594
996,16845.1,0.23373,0.23067,0.98891,0.79502,0.80376,0.80748,0.75063,0.70452,0.69961,0.79212,1.26254,0.0001495,0.0001495,0.0001495
997,16861.6,0.22942,0.21809,0.97724,0.79855,0.79902,0.80438,0.74587,0.70176,0.70082,0.79077,1.26566,0.0001396,0.0001396,0.0001396
998,16878.1,0.23803,0.2268,0.99176,0.79763,0.79978,0.80752,0.74858,0.70448,0.70119,0.79118,1.26789,0.0001297,0.0001297,0.0001297
999,16894.8,0.22844,0.22502,0.98282,0.7974,0.79944,0.80328,0.74466,0.70073,0.70151,0.79315,1.26909,0.0001198,0.0001198,0.0001198
1000,16911,0.23434,0.21912,0.97687,0.79731,0.79849,0.80341,0.74454,0.70039,0.70207,0.79378,1.27071,0.0001099,0.0001099,0.0001099
